# x_m, y_m, w_tr_right_m, w_tr_left_m
42.0000, -21.8750, 1.3975, 1.3975
42.0625, -21.8125, 1.3975, 1.3975
42.1250, -21.8125, 1.4045, 1.4045
42.1875, -21.7500, 1.3975, 1.3975
42.2500, -21.7500, 1.4252, 1.4252
42.3125, -21.6875, 1.3975, 1.3975
42.3750, -21.6875, 1.4266, 1.4266
42.4375, -21.6875, 1.3975, 1.3975
42.5000, -21.6250, 1.4266, 1.4266
42.5625, -21.6250, 1.3975, 1.3975
42.6250, -21.5625, 1.4266, 1.4266
42.6875, -21.5625, 1.3975, 1.3975
42.7500, -21.5000, 1.4266, 1.4266
42.8125, -21.5000, 1.3975, 1.3975
42.8750, -21.4375, 1.4266, 1.4266
42.9375, -21.4375, 1.3975, 1.3975
43.0000, -21.3750, 1.4266, 1.4266
43.0625, -21.3750, 1.3975, 1.3975
43.1250, -21.3125, 1.4266, 1.4266
43.1875, -21.2500, 1.3975, 1.3975
43.2500, -21.2500, 1.4252, 1.4252
43.3125, -21.1875, 1.3975, 1.3975
43.3750, -21.1875, 1.4045, 1.4045
43.4375, -21.1250, 1.3975, 1.3975
43.5000, -21.1250, 1.3975, 1.3975
43.5625, -21.0625, 1.4045, 1.4045
43.6250, -21.0625, 1.3975, 1.3975
43.6875, -21.0000, 1.4252, 1.4252
43.7500, -21.0000, 1.3975, 1.3975
43.8125, -20.9375, 1.4266, 1.4266
43.8750, -20.8750, 1.3975, 1.3975
43.9375, -20.8750, 1.4252, 1.4252
44.0000, -20.8125, 1.4045, 1.4045
44.0625, -20.8125, 1.4045, 1.4045
44.1250, -20.7500, 1.4252, 1.4252
44.1875, -20.7500, 1.3975, 1.3975
44.2500, -20.6875, 1.4266, 1.4266
44.3125, -20.6250, 1.3975, 1.3975
44.3750, -20.6250, 1.4252, 1.4252
44.4375, -20.5625, 1.4045, 1.4045
44.5000, -20.5625, 1.4045, 1.4045
44.5625, -20.5000, 1.4252, 1.4252
44.6250, -20.5000, 1.3975, 1.3975
44.6875, -20.4375, 1.4252, 1.4252
44.7500, -20.3750, 1.4045, 1.4045
44.8125, -20.3750, 1.4045, 1.4045
44.8750, -20.3125, 1.4252, 1.4252
44.9375, -20.3125, 1.3877, 1.3877
45.0000, -20.2500, 1.4045, 1.4045
45.0625, -20.1875, 1.4045, 1.4045
45.1250, -20.1875, 1.3975, 1.3975
45.1875, -20.1250, 1.4252, 1.4252
45.2500, -20.1250, 1.3877, 1.3877
45.3125, -20.0625, 1.4045, 1.4045
45.3750, -20.0000, 1.4252, 1.4252
45.4375, -20.0000, 1.3975, 1.3975
45.5000, -19.9375, 1.4252, 1.4252
45.5625, -19.8750, 1.4045, 1.4045
45.6250, -19.8750, 1.4045, 1.4045
45.6875, -19.8125, 1.4252, 1.4252
45.7500, -19.7500, 1.4045, 1.4045
45.8125, -19.7500, 1.4045, 1.4045
45.8750, -19.6875, 1.4252, 1.4252
45.9375, -19.6250, 1.4045, 1.4045
46.0000, -19.5625, 1.3877, 1.3877
46.0625, -19.5625, 1.4170, 1.4170
46.1250, -19.5000, 1.4170, 1.4170
46.1875, -19.4375, 1.4045, 1.4045
46.2500, -19.4375, 1.4045, 1.4045
46.3125, -19.3750, 1.4252, 1.4252
46.3750, -19.3125, 1.4045, 1.4045
46.4375, -19.3125, 1.4045, 1.4045
46.5000, -19.2500, 1.4252, 1.4252
46.5625, -19.1875, 1.4045, 1.4045
46.6250, -19.1875, 1.4045, 1.4045
46.6875, -19.1250, 1.4252, 1.4252
46.7500, -19.0625, 1.4170, 1.4170
46.8125, -19.0000, 1.4045, 1.4045
46.8750, -19.0000, 1.4170, 1.4170
46.9375, -18.9375, 1.4252, 1.4252
47.0000, -18.8750, 1.4045, 1.4045
47.0625, -18.8125, 1.3877, 1.3877
47.1250, -18.8125, 1.4170, 1.4170
47.1875, -18.7500, 1.4170, 1.4170
47.2500, -18.6875, 1.4142, 1.4142
47.3125, -18.6250, 1.4045, 1.4045
47.3750, -18.6250, 1.4142, 1.4142
47.4375, -18.5625, 1.4170, 1.4170
47.5000, -18.5000, 1.4170, 1.4170
47.5625, -18.4375, 1.4045, 1.4045
47.6250, -18.4375, 1.4045, 1.4045
47.6875, -18.3750, 1.4170, 1.4170
47.7500, -18.3125, 1.4170, 1.4170
47.8125, -18.2500, 1.4142, 1.4142
47.8750, -18.1875, 1.4045, 1.4045
47.9375, -18.1875, 1.4142, 1.4142
48.0000, -18.1250, 1.4170, 1.4170
48.0625, -18.0625, 1.4170, 1.4170
48.1250, -18.0000, 1.4142, 1.4142
48.1875, -17.9375, 1.4045, 1.4045
48.2500, -17.9375, 1.4142, 1.4142
48.3125, -17.8750, 1.4170, 1.4170
48.3750, -17.8125, 1.4170, 1.4170
48.4375, -17.7500, 1.4142, 1.4142
48.5000, -17.6875, 1.4142, 1.4142
48.5625, -17.6250, 1.4142, 1.4142
48.6250, -17.6250, 1.4142, 1.4142
48.6875, -17.5625, 1.4142, 1.4142
48.7500, -17.5000, 1.4142, 1.4142
48.8125, -17.4375, 1.4170, 1.4170
48.8750, -17.3750, 1.4142, 1.4142
48.9375, -17.3125, 1.4142, 1.4142
49.0000, -17.2500, 1.4142, 1.4142
49.0625, -17.2500, 1.4142, 1.4142
49.1250, -17.1875, 1.4142, 1.4142
49.1875, -17.1250, 1.4142, 1.4142
49.2500, -17.0625, 1.4170, 1.4170
49.3125, -17.0000, 1.4170, 1.4170
49.3750, -16.9375, 1.4142, 1.4142
49.4375, -16.8750, 1.4142, 1.4142
49.5000, -16.8125, 1.4142, 1.4142
49.5625, -16.7500, 1.4142, 1.4142
49.6250, -16.6875, 1.4142, 1.4142
49.6875, -16.6250, 1.4142, 1.4142
49.7500, -16.5625, 1.4142, 1.4142
49.8125, -16.5000, 1.4142, 1.4142
49.8750, -16.4375, 1.4142, 1.4142
49.9375, -16.3750, 1.4142, 1.4142
50.0000, -16.3125, 1.4142, 1.4142
50.0625, -16.2500, 1.4142, 1.4142
50.1250, -16.1875, 1.4142, 1.4142
50.1875, -16.1250, 1.4142, 1.4142
50.2500, -16.0625, 1.4142, 1.4142
50.3125, -16.0000, 1.4142, 1.4142
50.3750, -15.9375, 1.4142, 1.4142
50.4375, -15.8750, 1.4142, 1.4142
50.5000, -15.8125, 1.4142, 1.4142
50.5625, -15.7500, 1.4142, 1.4142
50.6250, -15.6875, 1.4142, 1.4142
50.6875, -15.6250, 1.4142, 1.4142
50.7500, -15.5625, 1.4142, 1.4142
50.8125, -15.5000, 1.4142, 1.4142
50.8750, -15.4375, 1.4142, 1.4142
50.9375, -15.3750, 1.4142, 1.4142
51.0000, -15.3125, 1.4142, 1.4142
51.0625, -15.2500, 1.4142, 1.4142
51.1250, -15.1875, 1.4142, 1.4142
51.1875, -15.1250, 1.4142, 1.4142
51.2500, -15.0625, 1.4142, 1.4142
51.3125, -15.0000, 1.4142, 1.4142
51.3750, -14.9375, 1.4142, 1.4142
51.4375, -14.8750, 1.4142, 1.4142
51.5000, -14.8125, 1.4142, 1.4142
51.5625, -14.7500, 1.4142, 1.4142
51.6250, -14.6875, 1.4142, 1.4142
51.6875, -14.6250, 1.4142, 1.4142
51.6875, -14.5625, 1.4142, 1.4142
51.7500, -14.5000, 1.4142, 1.4142
51.8125, -14.4375, 1.4142, 1.4142
51.8750, -14.3750, 1.4170, 1.4170
51.9375, -14.3125, 1.4142, 1.4142
52.0000, -14.2500, 1.4142, 1.4142
52.0625, -14.1875, 1.4142, 1.4142
52.0625, -14.1250, 1.4142, 1.4142
52.1250, -14.0625, 1.4142, 1.4142
52.1875, -14.0000, 1.4142, 1.4142
52.2500, -13.9375, 1.4142, 1.4142
52.3125, -13.8750, 1.4142, 1.4142
52.3750, -13.8125, 1.4142, 1.4142
52.4375, -13.7500, 1.4045, 1.4045
52.4375, -13.6875, 1.4045, 1.4045
52.5000, -13.6250, 1.4170, 1.4170
52.5625, -13.5625, 1.4170, 1.4170
52.6250, -13.5000, 1.4045, 1.4045
52.6250, -13.4375, 1.4045, 1.4045
52.6875, -13.3750, 1.4142, 1.4142
52.7500, -13.3125, 1.4170, 1.4170
52.8125, -13.2500, 1.4142, 1.4142
52.8750, -13.1875, 1.4045, 1.4045
52.8750, -13.1250, 1.4045, 1.4045
52.9375, -13.0625, 1.4170, 1.4170
53.0000, -13.0000, 1.4170, 1.4170
53.0625, -12.9375, 1.4045, 1.4045
53.0625, -12.8750, 1.4045, 1.4045
53.1250, -12.8125, 1.4142, 1.4142
53.1875, -12.7500, 1.4170, 1.4170
53.2500, -12.6875, 1.4142, 1.4142
53.2500, -12.6250, 1.3877, 1.3877
53.3125, -12.5625, 1.4045, 1.4045
53.3750, -12.5000, 1.4252, 1.4252
53.4375, -12.4375, 1.4045, 1.4045
53.4375, -12.3750, 1.4045, 1.4045
53.5000, -12.3125, 1.4252, 1.4252
53.5625, -12.2500, 1.4170, 1.4170
53.6250, -12.1875, 1.4045, 1.4045
53.6250, -12.1250, 1.4170, 1.4170
53.6875, -12.0625, 1.4252, 1.4252
53.7500, -12.0000, 1.4045, 1.4045
53.7500, -11.9375, 1.4045, 1.4045
53.8125, -11.8750, 1.4252, 1.4252
53.8750, -11.8125, 1.4045, 1.4045
53.9375, -11.7500, 1.3877, 1.3877
53.9375, -11.6875, 1.4170, 1.4170
54.0000, -11.6250, 1.4045, 1.4045
54.0625, -11.5625, 1.3877, 1.3877
54.0625, -11.5000, 1.4045, 1.4045
54.1250, -11.4375, 1.4170, 1.4170
54.1250, -11.3750, 1.3877, 1.3877
54.1875, -11.3125, 1.4045, 1.4045
54.2500, -11.2500, 1.4252, 1.4252
54.2500, -11.1875, 1.3975, 1.3975
54.3125, -11.1250, 1.4252, 1.4252
54.3750, -11.0625, 1.4045, 1.4045
54.3750, -11.0000, 1.4045, 1.4045
54.4375, -10.9375, 1.4252, 1.4252
54.4375, -10.8750, 1.3877, 1.3877
54.5000, -10.8125, 1.4045, 1.4045
54.5625, -10.7500, 1.4252, 1.4252
54.5625, -10.6875, 1.3975, 1.3975
54.6250, -10.6250, 1.4252, 1.4252
54.6875, -10.5625, 1.4045, 1.4045
54.6875, -10.5000, 1.4045, 1.4045
54.7500, -10.4375, 1.4252, 1.4252
54.7500, -10.3750, 1.3877, 1.3877
54.8125, -10.3125, 1.4045, 1.4045
54.8750, -10.2500, 1.4045, 1.4045
54.8750, -10.1875, 1.3975, 1.3975
54.9375, -10.1250, 1.4252, 1.4252
54.9375, -10.0625, 1.3975, 1.3975
55.0000, -10.0000, 1.4252, 1.4252
55.0625, -9.9375, 1.4252, 1.4252
55.0625, -9.8750, 1.4045, 1.4045
55.1250, -9.8125, 1.4266, 1.4266
55.1250, -9.7500, 1.3975, 1.3975
55.1875, -9.6875, 1.4266, 1.4266
55.2500, -9.6250, 1.3975, 1.3975
55.2500, -9.5625, 1.4252, 1.4252
55.3125, -9.5000, 1.4045, 1.4045
55.3125, -9.4375, 1.4045, 1.4045
55.3750, -9.3750, 1.4252, 1.4252
55.3750, -9.3125, 1.3975, 1.3975
55.4375, -9.2500, 1.4266, 1.4266
55.4375, -9.1875, 1.3975, 1.3975
55.5000, -9.1250, 1.4266, 1.4266
55.5625, -9.0625, 1.3975, 1.3975
55.5625, -9.0000, 1.4252, 1.4252
55.6250, -8.9375, 1.3975, 1.3975
55.6250, -8.8750, 1.4045, 1.4045
55.6875, -8.8125, 1.4045, 1.4045
55.6875, -8.7500, 1.3975, 1.3975
55.7500, -8.6875, 1.4252, 1.4252
55.7500, -8.6250, 1.3975, 1.3975
55.8125, -8.5625, 1.4266, 1.4266
55.8125, -8.5000, 1.3975, 1.3975
55.8750, -8.4375, 1.4266, 1.4266
55.8750, -8.3750, 1.3975, 1.3975
55.9375, -8.3125, 1.4252, 1.4252
55.9375, -8.2500, 1.3975, 1.3975
56.0000, -8.1875, 1.4045, 1.4045
56.0000, -8.1250, 1.3975, 1.3975
56.0625, -8.0625, 1.3975, 1.3975
56.0625, -8.0000, 1.3975, 1.3975
56.1250, -7.9375, 1.3975, 1.3975
56.1250, -7.8750, 1.3975, 1.3975
56.1875, -7.8125, 1.3975, 1.3975
56.1875, -7.7500, 1.3975, 1.3975
56.1875, -7.6875, 1.3707, 1.3707
56.2500, -7.6250, 1.4045, 1.4045
56.2500, -7.5625, 1.3835, 1.3835
56.3125, -7.5000, 1.4252, 1.4252
56.3125, -7.4375, 1.3975, 1.3975
56.3750, -7.3750, 1.4266, 1.4266
56.3750, -7.3125, 1.3975, 1.3975
56.4375, -7.2500, 1.4252, 1.4252
56.4375, -7.1875, 1.3975, 1.3975
56.5000, -7.1250, 1.4045, 1.4045
56.5000, -7.0625, 1.4045, 1.4045
56.5625, -7.0000, 1.3975, 1.3975
56.5625, -6.9375, 1.4252, 1.4252
56.5625, -6.8750, 1.3975, 1.3975
56.6250, -6.8125, 1.4252, 1.4252
56.6250, -6.7500, 1.3975, 1.3975
56.6875, -6.6875, 1.4045, 1.4045
56.6875, -6.6250, 1.3975, 1.3975
56.6875, -6.5625, 1.3707, 1.3707
56.7500, -6.5000, 1.4045, 1.4045
56.7500, -6.4375, 1.3835, 1.3835
56.8125, -6.3750, 1.4252, 1.4252
56.8125, -6.3125, 1.3975, 1.3975
56.8750, -6.2500, 1.4045, 1.4045
56.8750, -6.1875, 1.4045, 1.4045
56.8750, -6.1250, 1.3835, 1.3835
56.9375, -6.0625, 1.4252, 1.4252
56.9375, -6.0000, 1.3975, 1.3975
57.0000, -5.9375, 1.4252, 1.4252
57.0000, -5.8750, 1.4045, 1.4045
57.0625, -5.8125, 1.4045, 1.4045
57.0625, -5.7500, 1.4252, 1.4252
57.0625, -5.6875, 1.3975, 1.3975
57.1250, -5.6250, 1.4045, 1.4045
57.1250, -5.5625, 1.4045, 1.4045
57.1250, -5.5000, 1.3835, 1.3835
57.1875, -5.4375, 1.4045, 1.4045
57.1875, -5.3750, 1.3975, 1.3975
57.1875, -5.3125, 1.3707, 1.3707
57.2500, -5.2500, 1.4045, 1.4045
57.2500, -5.1875, 1.3835, 1.3835
57.2500, -5.1250, 1.3650, 1.3650
57.3125, -5.0625, 1.4045, 1.4045
57.3125, -5.0000, 1.3835, 1.3835
57.3125, -4.9375, 1.3650, 1.3650
57.3750, -4.8750, 1.4045, 1.4045
57.3750, -4.8125, 1.3835, 1.3835
57.4375, -4.7500, 1.4252, 1.4252
57.4375, -4.6875, 1.4045, 1.4045
57.4375, -4.6250, 1.3835, 1.3835
57.5000, -4.5625, 1.4252, 1.4252
57.5000, -4.5000, 1.4045, 1.4045
57.5000, -4.4375, 1.3835, 1.3835
57.5625, -4.3750, 1.4252, 1.4252
57.5625, -4.3125, 1.4045, 1.4045
57.5625, -4.2500, 1.3835, 1.3835
57.6250, -4.1875, 1.4252, 1.4252
57.6250, -4.1250, 1.4045, 1.4045
57.6250, -4.0625, 1.3835, 1.3835
57.6875, -4.0000, 1.4101, 1.4101
57.6875, -3.9375, 1.4045, 1.4045
57.6875, -3.8750, 1.3835, 1.3835
57.7500, -3.8125, 1.4045, 1.4045
57.7500, -3.7500, 1.4045, 1.4045
57.7500, -3.6875, 1.3835, 1.3835
57.8125, -3.6250, 1.4045, 1.4045
57.8125, -3.5625, 1.4101, 1.4101
57.8125, -3.5000, 1.3975, 1.3975
57.8750, -3.4375, 1.4045, 1.4045
57.8750, -3.3750, 1.4252, 1.4252
57.8750, -3.3125, 1.4045, 1.4045
57.8750, -3.2500, 1.3835, 1.3835
57.9375, -3.1875, 1.4101, 1.4101
57.9375, -3.1250, 1.4101, 1.4101
57.9375, -3.0625, 1.3975, 1.3975
57.9375, -3.0000, 1.3835, 1.3835
58.0000, -2.9375, 1.4252, 1.4252
58.0000, -2.8750, 1.4045, 1.4045
58.0000, -2.8125, 1.3835, 1.3835
58.0625, -2.7500, 1.4101, 1.4101
58.0625, -2.6875, 1.4101, 1.4101
58.0625, -2.6250, 1.3975, 1.3975
58.0625, -2.5625, 1.3835, 1.3835
58.1250, -2.5000, 1.4101, 1.4101
58.1250, -2.4375, 1.4101, 1.4101
58.1250, -2.3750, 1.3975, 1.3975
58.1250, -2.3125, 1.3835, 1.3835
58.1250, -2.2500, 1.3650, 1.3650
58.1875, -2.1875, 1.4101, 1.4101
58.1875, -2.1250, 1.3975, 1.3975
58.1875, -2.0625, 1.3835, 1.3835
58.1875, -2.0000, 1.3650, 1.3650
58.2500, -1.9375, 1.4101, 1.4101
58.2500, -1.8750, 1.3975, 1.3975
58.2500, -1.8125, 1.3835, 1.3835
58.2500, -1.7500, 1.3650, 1.3650
58.3125, -1.6875, 1.4101, 1.4101
58.3125, -1.6250, 1.3975, 1.3975
58.3125, -1.5625, 1.3877, 1.3877
58.3125, -1.5000, 1.3807, 1.3807
58.3125, -1.4375, 1.3650, 1.3650
58.3750, -1.3750, 1.4101, 1.4101
58.3750, -1.3125, 1.3975, 1.3975
58.3750, -1.2500, 1.3835, 1.3835
58.4375, -1.1875, 1.4101, 1.4101
58.4375, -1.1250, 1.4101, 1.4101
58.4375, -1.0625, 1.3975, 1.3975
58.4375, -1.0000, 1.3877, 1.3877
58.4375, -0.9375, 1.3807, 1.3807
58.5000, -0.8750, 1.4101, 1.4101
58.5000, -0.8125, 1.4101, 1.4101
58.5000, -0.7500, 1.3975, 1.3975
58.5000, -0.6875, 1.3877, 1.3877
58.5000, -0.6250, 1.3807, 1.3807
58.5625, -0.5625, 1.4101, 1.4101
58.5625, -0.5000, 1.4101, 1.4101
58.5625, -0.4375, 1.3975, 1.3975
58.5625, -0.3750, 1.3877, 1.3877
58.5625, -0.3125, 1.3807, 1.3807
58.6250, -0.2500, 1.4101, 1.4101
58.6250, -0.1875, 1.4252, 1.4252
58.6250, -0.1250, 1.4101, 1.4101
58.6250, -0.0625, 1.3975, 1.3975
58.6250, 0.0000, 1.3877, 1.3877
58.6250, 0.0625, 1.3807, 1.3807
58.6250, 0.1250, 1.3764, 1.3764
58.6250, 0.1875, 1.3650, 1.3650
58.6875, 0.2500, 1.4101, 1.4101
58.6875, 0.3125, 1.3975, 1.3975
58.6875, 0.3750, 1.3877, 1.3877
58.6875, 0.4375, 1.3807, 1.3807
58.6875, 0.5000, 1.3764, 1.3764
58.6875, 0.5625, 1.3650, 1.3650
58.6875, 0.6250, 1.3492, 1.3492
58.7500, 0.6875, 1.3975, 1.3975
58.7500, 0.7500, 1.3877, 1.3877
58.7500, 0.8125, 1.3807, 1.3807
58.7500, 0.8750, 1.3764, 1.3764
58.7500, 0.9375, 1.3750, 1.3750
58.7500, 1.0000, 1.3750, 1.3750
58.8125, 1.0625, 1.4252, 1.4252
58.8125, 1.1250, 1.4101, 1.4101
58.8125, 1.1875, 1.3975, 1.3975
58.8125, 1.2500, 1.3877, 1.3877
58.8125, 1.3125, 1.3807, 1.3807
58.8125, 1.3750, 1.3764, 1.3764
58.8750, 1.4375, 1.4101, 1.4101
58.8750, 1.5000, 1.4252, 1.4252
58.8750, 1.5625, 1.4252, 1.4252
58.8750, 1.6250, 1.4101, 1.4101
58.8750, 1.6875, 1.3975, 1.3975
58.8750, 1.7500, 1.3877, 1.3877
58.8750, 1.8125, 1.3807, 1.3807
58.8750, 1.8750, 1.3764, 1.3764
58.8750, 1.9375, 1.3750, 1.3750
58.8750, 2.0000, 1.3750, 1.3750
58.8750, 2.0625, 1.3750, 1.3750
58.8750, 2.1250, 1.3750, 1.3750
58.8750, 2.1875, 1.3750, 1.3750
58.9375, 2.2500, 1.4252, 1.4252
58.9375, 2.3125, 1.4101, 1.4101
58.9375, 2.3750, 1.3975, 1.3975
58.9375, 2.4375, 1.3877, 1.3877
58.9375, 2.5000, 1.3807, 1.3807
58.9375, 2.5625, 1.3764, 1.3764
58.9375, 2.6250, 1.3750, 1.3750
58.9375, 2.6875, 1.3750, 1.3750
58.9375, 2.7500, 1.3750, 1.3750
58.9375, 2.8125, 1.3750, 1.3750
58.9375, 2.8750, 1.3750, 1.3750
58.9375, 2.9375, 1.3750, 1.3750
59.0000, 3.0000, 1.4375, 1.4375
59.0000, 3.0625, 1.4375, 1.4375
59.0000, 3.1250, 1.4252, 1.4252
59.0000, 3.1875, 1.4101, 1.4101
59.0000, 3.2500, 1.3975, 1.3975
59.0000, 3.3125, 1.3877, 1.3877
59.0000, 3.3750, 1.3807, 1.3807
59.0000, 3.4375, 1.3764, 1.3764
59.0000, 3.5000, 1.3750, 1.3750
59.0000, 3.5625, 1.3750, 1.3750
59.0000, 3.6250, 1.3750, 1.3750
59.0000, 3.6875, 1.3750, 1.3750
59.0000, 3.7500, 1.3750, 1.3750
59.0000, 3.8125, 1.3750, 1.3750
59.0000, 3.8750, 1.3750, 1.3750
59.0000, 3.9375, 1.3750, 1.3750
59.0000, 4.0000, 1.3750, 1.3750
59.0000, 4.0625, 1.3750, 1.3750
59.0000, 4.1250, 1.3750, 1.3750
59.0000, 4.1875, 1.3750, 1.3750
59.0000, 4.2500, 1.3750, 1.3750
59.0000, 4.3125, 1.3750, 1.3750
59.0000, 4.3750, 1.3750, 1.3750
59.0000, 4.4375, 1.3750, 1.3750
59.0000, 4.5000, 1.3750, 1.3750
59.0625, 4.5625, 1.4375, 1.4375
59.0625, 4.6250, 1.4375, 1.4375
59.0625, 4.6875, 1.4375, 1.4375
59.0625, 4.7500, 1.4375, 1.4375
59.0625, 4.8125, 1.4375, 1.4375
59.0625, 4.8750, 1.4375, 1.4375
59.0625, 4.9375, 1.4375, 1.4375
59.0625, 5.0000, 1.4375, 1.4375
59.0625, 5.0625, 1.4375, 1.4375
59.0625, 5.1250, 1.4375, 1.4375
59.0625, 5.1875, 1.4375, 1.4375
59.0625, 5.2500, 1.4375, 1.4375
59.0625, 5.3125, 1.4375, 1.4375
59.0000, 5.3750, 1.3750, 1.3750
59.0000, 5.4375, 1.3750, 1.3750
59.0000, 5.5000, 1.3750, 1.3750
59.0000, 5.5625, 1.3750, 1.3750
59.0000, 5.6250, 1.3750, 1.3750
59.0000, 5.6875, 1.3750, 1.3750
59.0000, 5.7500, 1.3750, 1.3750
59.0000, 5.8125, 1.3750, 1.3750
59.0000, 5.8750, 1.3750, 1.3750
59.0000, 5.9375, 1.3750, 1.3750
59.0000, 6.0000, 1.3750, 1.3750
59.0000, 6.0625, 1.3750, 1.3750
59.0000, 6.1250, 1.3750, 1.3750
59.0000, 6.1875, 1.3750, 1.3750
59.0000, 6.2500, 1.3750, 1.3750
59.0000, 6.3125, 1.3750, 1.3750
59.0000, 6.3750, 1.3750, 1.3750
59.0000, 6.4375, 1.3750, 1.3750
59.0000, 6.5000, 1.3764, 1.3764
59.0000, 6.5625, 1.3807, 1.3807
59.0000, 6.6250, 1.3877, 1.3877
59.0000, 6.6875, 1.3975, 1.3975
59.0000, 6.7500, 1.4101, 1.4101
59.0000, 6.8125, 1.4252, 1.4252
59.0000, 6.8750, 1.4375, 1.4375
59.0000, 6.9375, 1.4375, 1.4375
58.9375, 7.0000, 1.3750, 1.3750
58.9375, 7.0625, 1.3750, 1.3750
58.9375, 7.1250, 1.3750, 1.3750
58.9375, 7.1875, 1.3750, 1.3750
58.9375, 7.2500, 1.3750, 1.3750
58.9375, 7.3125, 1.3750, 1.3750
58.9375, 7.3750, 1.3764, 1.3764
58.9375, 7.4375, 1.3807, 1.3807
58.9375, 7.5000, 1.3877, 1.3877
58.9375, 7.5625, 1.3975, 1.3975
58.9375, 7.6250, 1.4101, 1.4101
58.9375, 7.6875, 1.4252, 1.4252
58.8750, 7.7500, 1.3750, 1.3750
58.8750, 7.8125, 1.3750, 1.3750
58.8750, 7.8750, 1.3750, 1.3750
58.8750, 7.9375, 1.3750, 1.3750
58.8750, 8.0000, 1.3750, 1.3750
58.8750, 8.0625, 1.3764, 1.3764
58.8750, 8.1250, 1.3807, 1.3807
58.8750, 8.1875, 1.3877, 1.3877
58.8750, 8.2500, 1.3975, 1.3975
58.8750, 8.3125, 1.4101, 1.4101
58.8750, 8.3750, 1.4252, 1.4252
58.8750, 8.4375, 1.4252, 1.4252
58.8750, 8.5000, 1.4101, 1.4101
58.8125, 8.5625, 1.3764, 1.3764
58.8125, 8.6250, 1.3807, 1.3807
58.8125, 8.6875, 1.3877, 1.3877
58.8125, 8.7500, 1.3975, 1.3975
58.8125, 8.8125, 1.4101, 1.4101
58.8125, 8.8750, 1.4252, 1.4252
58.7500, 8.9375, 1.3750, 1.3750
